date,service,day_of_week,is_weekend,is_holiday,vacation_flag,season,epidemic_flag,canicule_flag,plan_blanc_flag,admissions_urgent,admissions_programmed,discharges,beds_occupied,beds_available,staff_medecin,staff_chirurgien,staff_infirmier,staff_aide_soignant,staff_sage_femme,staff_psychologue,staff_admin,staff_astreinte,staff_global,medicaments_central,medicaments_service,epi_central,epi_service,materiel_chirurgical_central,materiel_chirurgical_service,equipements_biomedicaux_central,equipements_biomedicaux_service,produits_hygiene_central,produits_hygiene_service,produits_pharmaceutiques_central,produits_pharmaceutiques_service,vaccins_central,vaccins_service
2022-01-23,Réanimation,Dimanche,1,0,0,Hiver,0,0,0,10,0,13,27,3,3,0,9,3,0,0,1,6,16,10717,-732,4124,-620,5444,400,0,0,0,0,3317,-634,5323,100
2022-01-23,Médecine Générale,Dimanche,1,0,0,Hiver,0,0,0,8,2,10,34,46,7,1,6,5,0,1,0,11,20,10037,-680,3712,-412,5444,200,0,16,0,0,2741,-576,5222,-101
2022-01-23,Chirurgie,Dimanche,1,0,0,Hiver,0,0,0,4,6,9,32,28,2,6,8,4,0,1,1,4,22,9563,-474,3300,-412,4838,-606,0,20,0,0,2319,-422,5222,60
2022-01-23,Obstétrique,Dimanche,1,0,0,Hiver,0,0,0,7,0,8,16,24,2,1,5,2,4,2,0,7,16,9149,-414,2841,-459,4688,-150,0,16,0,0,1957,-362,5222,40
2022-01-23,Administration,Dimanche,1,0,0,Hiver,0,0,0,0,0,0,0,0,1,1,1,1,0,1,11,5,16,9149,0,2841,0,4688,0,0,0,0,0,1957,0,5222,0
2022-01-24,Urgences,Lundi,0,0,0,Hiver,1,0,0,34,0,19,50,0,5,0,8,3,0,0,1,3,17,29305,-695,19439,-561,10000,400,0,-2,9553,-447,19398,-602,5681,160
2022-01-24,Réanimation,Lundi,0,0,0,Hiver,1,0,0,13,0,10,30,0,3,1,11,3,0,1,0,2,19,28564,-741,18813,-626,10000,400,0,0,9138,-415,18754,-644,5681,100
2022-01-24,Médecine Générale,Lundi,0,0,0,Hiver,1,0,0,8,5,13,34,46,7,1,5,3,0,0,1,0,17,27875,-689,18398,-415,10000,200,0,16,8773,-365,18171,-583,5580,-101
2022-01-24,Chirurgie,Lundi,0,0,0,Hiver,1,0,0,2,10,13,31,29,2,6,8,4,0,0,1,0,21,27397,-478,17984,-414,9390,-610,0,20,8461,-312,17745,-426,5580,60
2022-01-24,Obstétrique,Lundi,0,0,0,Hiver,1,0,0,5,3,4,20,20,2,1,6,3,3,0,0,4,15,26981,-416,17524,-460,9239,-151,0,16,8052,-409,17381,-364,5580,40
2022-01-24,Administration,Lundi,0,0,0,Hiver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,10,26981,0,17524,0,9239,0,0,0,8052,0,17381,0,5580,0
2022-01-25,Urgences,Mardi,0,0,0,Hiver,1,0,0,35,0,20,50,0,5,1,9,3,1,2,1,2,22,26283,-698,16961,-563,9239,400,0,0,7603,-449,16776,-605,5580,160
2022-01-25,Réanimation,Mardi,0,0,0,Hiver,1,0,0,10,0,11,29,1,4,0,10,3,0,2,0,4,19,25551,-732,16341,-620,9239,400,0,0,7191,-412,16142,-634,5580,100
2022-01-25,Médecine Générale,Mardi,0,0,0,Hiver,1,0,0,12,7,12,41,39,5,0,5,4,0,2,0,2,16,24844,-707,15919,-422,9239,199,0,16,6819,-372,15543,-599,5479,-101
2022-01-25,Chirurgie,Mardi,0,0,0,Hiver,1,0,0,2,10,10,33,27,2,6,8,5,0,0,0,5,21,24366,-478,15505,-414,8629,-610,0,20,6507,-312,15117,-426,5479,60
2022-01-25,Obstétrique,Mardi,0,0,0,Hiver,1,0,0,1,5,6,20,20,1,1,6,2,5,2,0,2,17,23954,-412,15048,-457,8477,-152,0,16,6100,-407,14757,-360,5479,40
2022-01-25,Administration,Mardi,0,0,0,Hiver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,23954,0,15048,0,8477,0,0,0,6100,0,14757,0,5479,0
2022-01-26,Urgences,Mercredi,0,0,0,Hiver,0,0,0,20,0,21,49,1,6,0,7,5,0,1,1,4,20,23298,-656,14512,-536,8477,400,0,0,5672,-428,14197,-560,5479,160
2022-01-26,Réanimation,Mercredi,0,0,0,Hiver,0,0,0,11,0,10,30,0,5,1,11,4,1,1,0,3,23,22563,-735,13890,-622,8477,400,0,0,5259,-413,13560,-637,5479,100
2022-01-26,Médecine Générale,Mercredi,0,0,0,Hiver,0,0,0,6,6,14,39,41,6,1,5,4,1,0,0,3,17,21877,-686,13476,-414,8477,196,0,16,4895,-364,12979,-581,5378,-101
2022-01-26,Chirurgie,Mercredi,0,0,0,Hiver,0,0,0,0,8,8,33,27,1,6,7,5,1,1,0,3,21,21408,-469,13067,-409,7869,-608,0,20,4587,-308,12562,-417,5378,60
2022-01-26,Obstétrique,Mercredi,0,0,0,Hiver,0,0,0,4,3,5,22,18,2,1,6,2,4,2,0,4,17,20994,-414,12608,-459,7718,-151,0,16,4179,-408,12200,-362,5378,40
2022-01-26,Administration,Mercredi,0,0,0,Hiver,0,0,0,0,0,0,0,0,0,1,0,1,1,0,9,1,12,20994,0,12608,0,7718,0,0,0,4179,0,12200,0,5378,0
2022-01-27,Urgences,Jeudi,0,0,0,Hiver,0,0,0,22,1,20,50,0,5,1,9,5,0,1,0,2,21,20330,-664,12067,-541,7718,400,0,0,3747,-432,11631,-569,5378,160
2022-01-27,Réanimation,Jeudi,0,0,0,Hiver,0,0,0,9,0,12,27,3,3,1,11,4,0,1,0,4,20,19602,-728,11449,-618,7718,400,0,0,3337,-410,11001,-630,5378,100
2022-01-27,Médecine Générale,Jeudi,0,0,0,Hiver,0,0,0,10,5,15,39,41,5,0,5,5,1,0,0,2,16,18907,-695,11031,-418,7718,192,0,16,2969,-368,10412,-589,5277,-101
2022-01-27,Chirurgie,Jeudi,0,0,0,Hiver,0,0,0,3,8,13,31,29,1,6,9,3,0,1,0,5,20,18431,-476,10618,-413,7110,-608,0,20,2658,-311,9988,-424,5277,60
2022-01-27,Obstétrique,Jeudi,0,0,0,Hiver,0,0,0,2,5,7,22,18,1,1,6,3,5,1,0,2,17,18017,-414,10159,-459,6958,-152,0,16,2250,-408,9626,-362,5277,40
2022-01-27,Administration,Jeudi,0,0,0,Hiver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,18017,0,10159,0,6958,0,0,0,2250,0,9626,0,5277,0
2022-01-28,Urgences,Vendredi,0,0,0,Hiver,0,0,0,24,0,18,50,0,6,1,9,3,1,1,1,1,22,17350,-667,9616,-543,6958,400,0,0,1817,-433,9054,-572,5277,160
2022-01-28,Réanimation,Vendredi,0,0,0,Hiver,0,0,0,9,0,10,26,4,5,1,9,5,0,0,0,2,20,16622,-728,8998,-618,6958,400,0,0,1407,-410,8424,-630,5277,100
2022-01-28,Médecine Générale,Vendredi,0,0,0,Hiver,0,0,0,10,5,13,41,39,7,0,7,4,0,2,0,2,20,15927,-695,8580,-418,6958,184,0,16,1039,-368,7835,-589,5176,-101
2022-01-28,Chirurgie,Vendredi,0,0,0,Hiver,0,0,0,0,9,9,31,29,2,6,9,4,0,0,0,4,21,15456,-471,8170,-410,6349,-609,0,20,730,-309,7416,-419,5176,60
2022-01-28,Obstétrique,Vendredi,0,0,0,Hiver,0,0,0,6,2,9,21,19,3,0,5,2,5,1,0,4,16,15040,-416,7710,-460,6199,-150,0,16,321,-409,7052,-364,5176,40
2022-01-28,Administration,Vendredi,0,0,0,Hiver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,11,15040,0,7710,0,6199,0,0,0,321,0,7052,0,5176,0
2022-01-29,Urgences,Samedi,1,0,0,Hiver,0,0,0,23,0,17,50,0,4,0,8,4,0,1,0,7,17,14376,-664,7169,-541,6199,400,0,0,0,-321,6483,-569,5176,160
2022-01-29,Réanimation,Samedi,1,0,0,Hiver,0,0,0,10,0,9,27,3,4,0,9,4,0,2,1,6,20,13644,-732,6549,-620,6199,400,0,0,0,0,5849,-634,5176,100
2022-01-29,Médecine Générale,Samedi,1,0,0,Hiver,0,0,0,7,2,12,38,42,6,1,5,5,0,1,1,1,19,12967,-677,6139,-410,6199,168,0,16,0,0,5276,-573,5076,-100
2022-01-29,Chirurgie,Samedi,1,0,0,Hiver,0,0,0,3,6,9,31,29,1,6,9,5,1,0,0,5,22,12496,-471,5729,-410,5593,-606,0,20,0,0,4857,-419,5076,60
2022-01-29,Obstétrique,Samedi,1,0,0,Hiver,0,0,0,2,0,5,18,22,2,1,6,3,3,0,0,1,15,12092,-404,5277,-452,5443,-150,0,16,0,0,4504,-353,5076,40
2022-01-29,Administration,Samedi,1,0,0,Hiver,0,0,0,0,0,0,0,0,0,0,0,1,0,0,11,4,12,12092,0,5277,0,5443,0,0,0,0,0,4504,0,5076,0
2022-01-30,Urgences,Dimanche,1,0,0,Hiver,1,0,0,32,0,19,50,0,6,0,9,4,0,2,1,9,22,11403,-689,4720,-557,5443,400,0,0,0,0,3908,-596,5076,160
2022-01-30,Réanimation,Dimanche,1,0,0,Hiver,1,0,0,12,0,9,30,0,4,0,9,5,0,1,0,1,19,10665,-738,4096,-624,5443,400,0,0,0,0,3268,-640,5076,100
2022-01-30,Médecine Générale,Dimanche,1,0,0,Hiver,1,0,0,11,3,12,40,40,7,1,7,3,1,2,0,3,21,9973,-692,3680,-416,5443,136,0,16,0,0,2682,-586,4975,-101
2022-01-30,Chirurgie,Dimanche,1,0,0,Hiver,1,0,0,1,3,7,28,32,3,5,9,4,1,0,0,2,22,9514,-459,3276,-404,4840,-603,0,20,0,0,2274,-408,4975,60
2022-01-30,Obstétrique,Dimanche,1,0,0,Hiver,1,0,0,1,2,6,15,25,2,0,4,2,3,1,0,5,12,9108,-406,2823,-453,4690,-150,0,16,0,0,1919,-355,4975,40
2022-01-30,Administration,Dimanche,1,0,0,Hiver,1,0,0,0,0,0,0,0,0,0,1,0,0,0,9,6,10,9108,0,2823,0,4690,0,0,0,0,0,1919,0,4975,0
2022-01-31,Urgences,Lundi,0,0,0,Hiver,0,0,0,24,0,21,50,0,5,0,9,4,0,1,0,3,19,29333,-667,19457,-543,10000,400,0,0,9567,-433,19428,-572,5263,160
2022-01-31,Réanimation,Lundi,0,0,0,Hiver,0,0,0,8,0,8,30,0,4,0,11,4,0,1,1,1,21,28608,-725,18841,-616,10000,400,0,0,9158,-409,18801,-627,5263,100
2022-01-31,Médecine Générale,Lundi,0,0,0,Hiver,0,0,0,8,6,15,39,41,6,1,6,4,0,2,1,3,20,27916,-692,18425,-416,10000,72,0,16,8792,-366,18215,-586,5162,-101
2022-01-31,Chirurgie,Lundi,0,0,0,Hiver,0,0,0,5,10,11,32,28,1,6,8,5,0,0,1,0,21,27430,-486,18007,-418,9390,-610,0,20,8477,-315,17782,-433,5162,60
2022-01-31,Obstétrique,Lundi,0,0,0,Hiver,0,0,0,4,3,5,17,23,3,1,6,2,3,0,1,3,16,27016,-414,17548,-459,9239,-151,0,16,8069,-408,17420,-362,5162,40
2022-01-31,Administration,Lundi,0,0,0,Hiver,0,0,0,0,0,0,0,0,0,0,1,0,1,0,11,3,13,27016,0,17548,0,9239,0,0,0,8069,0,17420,0,5162,0
2022-02-01,Urgences,Mardi,0,0,0,Hiver,0,0,0,24,0,17,50,0,5,0,7,5,0,2,0,3,19,26349,-667,17005,-543,10000,400,0,0,7636,-433,16848,-572,5662,160
2022-02-01,Réanimation,Mardi,0,0,0,Hiver,0,0,0,9,0,11,28,2,3,1,9,4,1,1,1,0,20,25621,-728,16387,-618,10000,400,0,0,7226,-410,16218,-630,5662,100
2022-02-01,Médecine Générale,Mardi,0,0,0,Hiver,0,0,0,8,5,14,38,42,5,1,6,5,0,0,0,1,17,24932,-689,15972,-415,9972,-28,0,16,6861,-365,15635,-583,5561,-101
2022-02-01,Chirurgie,Mardi,0,0,0,Hiver,0,0,0,0,9,9,32,28,1,6,8,5,0,1,0,4,21,24461,-471,15562,-410,9363,-609,0,20,6552,-309,15216,-419,5561,60
2022-02-01,Obstétrique,Mardi,0,0,0,Hiver,0,0,0,4,3,5,19,21,3,1,6,4,3,1,1,1,19,24047,-414,15103,-459,9212,-151,0,16,6144,-408,14854,-362,5561,40
2022-02-01,Administration,Mardi,0,0,0,Hiver,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,12,24047,0,15103,0,9212,0,0,0,6144,0,14854,0,5561,0
2022-02-02,Urgences,Mercredi,0,0,0,Hiver,0,0,0,21,0,21,50,0,6,0,9,3,0,1,0,3,19,23389,-658,14566,-537,9212,400,0,0,5715,-429,14291,-563,5561,160
2022-02-02,Réanimation,Mercredi,0,0,0,Hiver,0,0,0,7,1,11,25,5,3,0,10,5,0,1,0,4,19,22664,-725,13950,-616,9212,400,0,0,5306,-409,13664,-627,5561,100
2022-02-02,Médecine Générale,Mercredi,0,0,0,Hiver,0,0,0,5,5,12,36,44,7,1,5,3,0,2,0,0,18,21984,-680,13538,-412,9112,-100,0,16,4944,-362,13088,-576,5460,-101
2022-02-02,Chirurgie,Mercredi,0,0,0,Hiver,0,0,0,4,12,12,36,24,2,6,7,4,1,0,0,2,20,21496,-488,13119,-419,8500,-612,0,20,4628,-316,12653,-435,5460,60
2022-02-02,Obstétrique,Mercredi,0,0,0,Hiver,0,0,0,1,2,4,18,22,1,1,5,4,5,0,1,1,17,21090,-406,12666,-453,8350,-150,0,16,4225,-403,12298,-355,5460,40
2022-02-02,Administration,Mercredi,0,0,0,Hiver,0,0,0,0,0,0,0,0,1,1,1,1,0,1,9,0,14,21090,0,12666,0,8350,0,0,0,4225,0,12298,0,5460,0
2022-02-03,Urgences,Jeudi,0,0,0,Hiver,1,0,0,30,0,23,50,0,6,1,8,5,0,2,0,4,22,20406,-684,12112,-554,8350,400,0,0,3783,-442,11708,-590,5460,160
2022-02-03,Réanimation,Jeudi,0,0,0,Hiver,1,0,0,10,0,8,27,3,4,1,10,4,0,2,0,2,21,19674,-732,11492,-620,8350,400,0,0,3371,-412,11074,-634,5460,100
2022-02-03,Médecine Générale,Jeudi,0,0,0,Hiver,1,0,0,7,7,12,38,42,6,0,6,4,0,1,1,1,18,18982,-692,11076,-416,8249,-101,0,16,3005,-366,10488,-586,5359,-101
2022-02-03,Chirurgie,Jeudi,0,0,0,Hiver,1,0,0,1,10,11,36,24,2,4,8,5,1,0,0,1,20,18506,-476,10663,-413,7639,-610,0,20,2694,-311,10064,-424,5359,60
2022-02-03,Obstétrique,Jeudi,0,0,0,Hiver,1,0,0,8,2,7,21,19,1,0,4,3,4,2,0,1,14,18086,-420,10200,-463,7489,-150,0,16,2282,-412,9696,-368,5359,40
2022-02-03,Administration,Jeudi,0,0,0,Hiver,1,0,0,0,0,0,0,0,1,1,0,0,0,0,11,3,13,18086,0,10200,0,7489,0,0,0,2282,0,9696,0,5359,0
2022-02-04,Urgences,Vendredi,0,0,0,Hiver,0,0,0,25,0,18,50,0,5,0,7,3,0,2,0,1,17,17416,-670,9655,-545,7489,400,0,0,1847,-435,9121,-575,5359,160
2022-02-04,Réanimation,Vendredi,0,0,0,Hiver,0,0,0,10,0,9,28,2,4,0,11,5,1,1,0,4,22,16684,-732,9035,-620,7489,400,0,0,1435,-412,8487,-634,5359,100
2022-02-04,Médecine Générale,Vendredi,0,0,0,Hiver,0,0,0,5,5,15,33,47,6,1,6,4,0,0,0,0,17,16004,-680,8623,-412,7389,-100,0,16,1073,-362,7911,-576,5258,-101
2022-02-04,Chirurgie,Vendredi,0,0,0,Hiver,0,0,0,2,9,10,37,23,2,4,8,5,0,1,0,4,20,15528,-476,8210,-413,6780,-609,0,20,762,-311,7487,-424,5258,60
2022-02-04,Obstétrique,Vendredi,0,0,0,Hiver,0,0,0,1,2,4,20,20,2,0,5,4,4,0,0,4,15,15122,-406,7757,-453,6630,-150,0,16,359,-403,7132,-355,5258,40
2022-02-04,Administration,Vendredi,0,0,0,Hiver,0,0,0,0,0,0,0,0,0,0,1,0,0,1,10,1,12,15122,0,7757,0,6630,0,0,0,359,0,7132,0,5258,0
2022-02-05,Urgences,Samedi,1,0,0,Hiver,0,0,0,24,0,19,50,0,6,0,8,5,0,0,0,10,19,14455,-667,7214,-543,6630,400,0,0,0,-359,6560,-572,5258,160
2022-02-05,Réanimation,Samedi,1,0,0,Hiver,0,0,0,10,0,8,30,0,5,1,11,4,1,2,0,8,24,13723,-732,6594,-620,6630,400,0,0,0,0,5926,-634,5258,100
2022-02-05,Médecine Générale,Samedi,1,0,0,Hiver,0,0,0,1,3,11,26,54,6,1,6,5,1,2,0,10,21,13061,-662,6190,-404,6530,-100,0,16,0,0,5366,-560,5158,-100
2022-02-05,Chirurgie,Samedi,1,0,0,Hiver,0,0,0,1,4,13,29,31,3,4,9,3,1,0,0,9,20,12599,-462,5784,-406,5926,-604,0,20,0,0,4955,-411,5158,60
2022-02-05,Obstétrique,Samedi,1,0,0,Hiver,0,0,0,5,1,6,20,20,1,1,4,2,5,2,0,4,15,12187,-412,5327,-457,5776,-150,0,16,0,0,4595,-360,5158,40
2022-02-05,Administration,Samedi,1,0,0,Hiver,0,0,0,0,0,0,0,0,0,1,0,0,1,1,10,7,13,12187,0,5327,0,5776,0,0,0,0,0,4595,0,5158,0
2022-02-06,Urgences,Dimanche,1,0,0,Hiver,0,0,0,27,0,21,50,0,6,0,9,3,1,0,1,6,20,11512,-675,4779,-548,5776,400,0,0,0,0,4014,-581,5158,160
2022-02-06,Réanimation,Dimanche,1,0,0,Hiver,0,0,0,10,0,11,29,1,4,0,10,5,0,2,0,11,21,10780,-732,4159,-620,5776,400,0,0,0,0,3380,-634,5158,100
2022-02-06,Médecine Générale,Dimanche,1,0,0,Hiver,0,0,0,12,1,9,30,50,7,0,5,3,0,2,0,4,17,10091,-689,3744,-415,5676,-100,0,16,0,0,2797,-583,5057,-101
2022-02-06,Chirurgie,Dimanche,1,0,0,Hiver,0,0,0,0,5,9,25,35,3,4,9,5,0,0,0,6,21,9629,-462,3338,-406,5071,-605,0,20,0,0,2386,-411,5057,60
2022-02-06,Obstétrique,Dimanche,1,0,0,Hiver,0,0,0,7,0,7,20,20,2,0,6,4,5,1,0,6,18,9215,-414,2879,-459,4921,-150,0,16,0,0,2024,-362,5057,40
2022-02-06,Administration,Dimanche,1,0,0,Hiver,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,3,12,9215,0,2879,0,4921,0,0,0,0,0,2024,0,5057,0
2022-02-07,Urgences,Lundi,0,0,0,Hiver,0,0,0,24,0,17,50,0,6,0,9,5,0,0,0,4,20,29333,-667,19457,-543,10000,400,0,-1,9567,-433,19428,-572,5260,160
2022-02-07,Réanimation,Lundi,0,0,0,Hiver,0,0,0,8,0,8,29,1,5,1,9,5,0,0,0,3,20,28608,-725,18841,-616,10000,400,0,0,9158,-409,18801,-627,5260,100
2022-02-07,Médecine Générale,Lundi,0,0,0,Hiver,0,0,0,7,5,11,31,49,5,1,5,4,1,1,0,1,17,27922,-686,18427,-414,9900,-100,0,16,8794,-364,18220,-581,5159,-101
2022-02-07,Chirurgie,Lundi,0,0,0,Hiver,0,0,0,2,7,7,27,33,3,4,7,5,1,0,1,5,21,27451,-471,18017,-410,9293,-607,0,20,8485,-309,17801,-419,5159,60
2022-02-07,Obstétrique,Lundi,0,0,0,Hiver,0,0,0,4,2,9,17,23,2,0,4,3,4,0,1,2,14,27039,-412,17560,-457,9143,-150,0,16,8078,-407,17441,-360,5159,40
2022-02-07,Administration,Lundi,0,0,0,Hiver,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,3,13,27039,0,17560,0,9143,0,0,0,8078,0,17441,0,5159,0
2022-02-08,Urgences,Mardi,0,0,0,Hiver,0,0,0,24,0,18,50,0,4,1,8,4,0,0,0,1,17,26372,-667,17017,-543,9143,400,0,0,7645,-433,16869,-572,5159,160
2022-02-08,Réanimation,Mardi,0,0,0,Hiver,0,0,0,7,0,10,26,4,3,1,10,4,1,2,0,1,21,25650,-722,16403,-614,9143,400,0,0,7237,-408,16246,-623,5159,100
2022-02-08,Médecine Générale,Mardi,0,0,0,Hiver,0,0,0,9,5,10,35,45,6,1,6,3,0,2,0,1,18,24958,-692,15987,-416,9043,-100,0,16,6871,-366,15660,-586,5058,-101
2022-02-08,Chirurgie,Mardi,0,0,0,Hiver,0,0,0,0,9,9,27,33,1,5,8,3,0,0,0,2,17,24487,-471,15577,-410,8434,-609,0,20,6562,-309,15241,-419,5058,60
2022-02-08,Obstétrique,Mardi,0,0,0,Hiver,0,0,0,3,3,8,15,25,3,0,6,2,3,2,0,3,16,24075,-412,15120,-457,8283,-151,0,16,6155,-407,14881,-360,5058,40
2022-02-08,Administration,Mardi,0,0,0,Hiver,0,0,0,0,0,0,0,0,1,0,1,0,1,0,10,1,13,24075,0,15120,0,8283,0,0,0,6155,0,14881,0,5058,0
2022-02-09,Urgences,Mercredi,0,0,0,Hiver,1,0,0,30,0,23,50,0,4,0,7,4,1,2,0,3,18,23391,-684,14566,-554,8283,400,0,0,5713,-442,14291,-590,5058,160
2022-02-09,Réanimation,Mercredi,0,0,0,Hiver,1,0,0,11,0,11,26,4,5,0,9,5,1,0,1,3,21,22656,-735,13944,-622,8283,400,0,0,5300,-413,13654,-637,5058,100
2022-02-09,Médecine Générale,Mercredi,0,0,0,Hiver,1,0,0,11,7,14,39,41,5,0,7,5,0,2,1,1,20,21952,-704,13523,-421,8182,-101,0,16,4929,-371,13058,-596,4957,-101
2022-02-09,Chirurgie,Mercredi,0,0,0,Hiver,1,0,0,2,10,9,30,30,1,6,7,5,1,0,0,4,20,21474,-478,13109,-414,7572,-610,0,20,4617,-312,12632,-426,4957,60
2022-02-09,Obstétrique,Mercredi,0,0,0,Hiver,1,0,0,3,2,3,17,23,3,0,5,4,3,2,0,2,17,21064,-410,12653,-456,7422,-150,0,16,4211,-406,12273,-359,4957,40
2022-02-09,Administration,Mercredi,0,0,0,Hiver,1,0,0,0,0,0,0,0,1,0,1,0,0,0,10,0,12,21064,0,12653,0,7422,0,0,0,4211,0,12273,0,4957,0
2022-02-10,Urgences,Jeudi,0,0,0,Hiver,0,0,0,25,0,21,50,0,4,0,8,3,0,1,0,1,16,20394,-670,12108,-545,7422,400,0,0,3776,-435,11698,-575,4957,160
2022-02-10,Réanimation,Jeudi,0,0,0,Hiver,0,0,0,12,1,7,30,0,4,0,10,4,0,0,1,4,19,19653,-741,11482,-626,7422,400,0,0,3361,-415,11054,-644,4957,100
2022-02-10,Médecine Générale,Jeudi,0,0,0,Hiver,0,0,0,7,3,14,35,45,5,1,6,5,0,2,0,0,19,18973,-680,11070,-412,7322,-100,0,16,2999,-362,10478,-576,4856,-101
2022-02-10,Chirurgie,Jeudi,0,0,0,Hiver,0,0,0,1,10,10,31,29,3,6,9,4,1,0,0,1,23,18497,-476,10657,-413,6712,-610,0,20,2688,-311,10054,-424,4856,60
2022-02-10,Obstétrique,Jeudi,0,0,0,Hiver,0,0,0,4,3,4,20,20,3,0,4,4,4,2,0,1,17,18083,-414,10198,-459,6561,-151,0,16,2280,-408,9692,-362,4856,40
2022-02-10,Administration,Jeudi,0,0,0,Hiver,0,0,0,0,0,0,0,0,0,1,1,1,0,0,11,0,14,18083,0,10198,0,6561,0,0,0,2280,0,9692,0,4856,0
2022-02-11,Urgences,Vendredi,0,0,0,Hiver,0,0,0,26,0,20,50,0,4,1,7,3,0,2,0,1,17,17411,-672,9652,-546,6561,400,0,0,1844,-436,9114,-578,4856,160
2022-02-11,Réanimation,Vendredi,0,0,0,Hiver,0,0,0,7,0,10,27,3,5,1,11,4,0,1,0,5,22,16689,-722,9038,-614,6561,400,0,0,1436,-408,8491,-623,4856,100
2022-02-11,Médecine Générale,Vendredi,0,0,0,Hiver,0,0,0,6,5,12,34,46,5,1,7,5,0,2,1,3,21,16006,-683,8625,-413,6461,-100,0,16,1073,-363,7913,-578,4755,-101
2022-02-11,Chirurgie,Vendredi,0,0,0,Hiver,0,0,0,4,10,13,32,28,3,6,8,5,0,1,0,3,23,15523,-483,8209,-416,5851,-610,0,20,759,-314,7483,-430,4755,60
2022-02-11,Obstétrique,Vendredi,0,0,0,Hiver,0,0,0,0,1,8,13,27,2,0,4,3,5,0,0,0,14,15121,-402,7758,-451,5701,-150,0,16,358,-401,7132,-351,4755,40
2022-02-11,Administration,Vendredi,0,0,0,Hiver,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,11,15121,0,7758,0,5701,0,0,0,358,0,7132,0,4755,0
2022-02-12,Urgences,Samedi,1,0,0,Hiver,0,0,0,23,0,17,50,0,5,0,9,5,0,0,0,7,19,14457,-664,7217,-541,5701,400,0,0,0,-358,6563,-569,4755,160
2022-02-12,Réanimation,Samedi,1,0,0,Hiver,0,0,0,11,0,8,30,0,3,1,11,5,1,0,0,4,21,13722,-735,6595,-622,5701,400,0,0,0,0,5926,-637,4755,100
2022-02-12,Médecine Générale,Samedi,1,0,0,Hiver,0,0,0,5,3,11,31,49,5,0,7,3,1,1,0,4,17,13048,-674,6186,-409,5601,-100,0,16,0,0,5356,-570,4655,-100
2022-02-12,Chirurgie,Samedi,1,0,0,Hiver,0,0,0,0,7,11,28,32,2,5,8,5,1,0,0,5,21,12582,-466,5778,-408,4994,-607,0,20,0,0,4941,-415,4655,60
2022-02-12,Obstétrique,Samedi,1,0,0,Hiver,0,0,0,7,1,3,18,22,1,1,5,3,3,1,0,7,14,12166,-416,5318,-460,4844,-150,0,16,0,0,4577,-364,4655,40
2022-02-12,Administration,Samedi,1,0,0,Hiver,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,5,14,12166,0,5318,0,4844,0,0,0,0,0,4577,0,4655,0
2022-02-13,Urgences,Dimanche,1,0,0,Hiver,1,0,0,33,0,22,50,0,5,0,8,5,0,1,1,11,20,11474,-692,4759,-559,4844,400,0,0,0,0,3978,-599,4655,160
2022-02-13,Réanimation,Dimanche,1,0,0,Hiver,1,0,0,14,1,13,30,0,5,1,11,4,0,0,1,6,22,10726,-748,4129,-630,4844,400,0,0,0,0,3327,-651,4655,100
2022-02-13,Médecine Générale,Dimanche,1,0,0,Hiver,1,0,0,9,1,10,31,49,5,1,7,3,1,0,0,1,17,10046,-680,3717,-412,4744,-100,0,16,0,0,2751,-576,4554,-101
2022-02-13,Chirurgie,Dimanche,1,0,0,Hiver,1,0,0,5,6,12,27,33,1,6,7,3,0,1,0,6,18,9570,-476,3304,-413,4138,-606,0,20,0,0,2327,-424,4554,60
2022-02-13,Obstétrique,Dimanche,1,0,0,Hiver,1,0,0,6,1,6,19,21,2,1,5,2,3,2,1,7,16,9156,-414,2845,-459,3988,-150,0,16,0,0,1965,-362,4554,40
2022-02-13,Administration,Dimanche,1,0,0,Hiver,1,0,0,0,0,0,0,0,1,0,0,1,1,1,10,3,14,9156,0,2845,0,3988,0,0,0,0,0,1965,0,4554,0
2022-02-14,Urgences,Lundi,0,0,0,Hiver,1,0,0,32,0,22,50,0,4,0,7,5,1,1,0,2,18,29311,-689,19443,-557,10000,400,0,0,9556,-444,19404,-596,4922,160
2022-02-14,Réanimation,Lundi,0,0,0,Hiver,1,0,0,10,0,9,30,0,4,1,9,5,0,1,1,0,21,28579,-732,18823,-620,10000,400,0,0,9144,-412,18770,-634,4922,100
2022-02-14,Médecine Générale,Lundi,0,0,0,Hiver,1,0,0,8,5,12,32,48,5,0,6,4,1,1,0,0,17,27890,-689,18408,-415,9900,-100,0,16,8779,-365,18187,-583,4821,-101
2022-02-14,Chirurgie,Lundi,0,0,0,Hiver,1,0,0,5,9,12,29,31,3,5,9,3,1,0,0,1,21,27407,-483,17992,-416,9291,-609,0,20,8465,-314,17757,-430,4821,60
